id,word,description,meaning,pronunciation,lesson,level,example
2023,じかんが たちます,NULL,thời gian trôi,NULL,38,NULL,NULL
2024,だいすき［な］,NULL,rất thích,NULL,38,NULL,NULL
2025,－てん,NULL,－ điểm,NULL,38,NULL,NULL
2026,きが つよい,NULL,tính cách mạnh mẽ,NULL,38,NULL,NULL
2027,けんかします,NULL,cãi nhau,NULL,38,NULL,NULL
2028,ふしぎ［な］,NULL,kỳ lạ,NULL,38,NULL,NULL
2029,ねんれい,NULL,tuổi tác,NULL,38,NULL,NULL
2030,しかた,NULL,cách làm,NULL,38,NULL,NULL
2031,なくなります,NULL,"mất, qua đời (cách nói gián tiếp của しにます(L.39))",NULL,38,NULL,NULL
2032,うそ,NULL,"nói dối, lời nói dối",NULL,38,NULL,NULL
2033,しょるい,NULL,"giấy tờ, tài liệu",NULL,38,NULL,NULL
2034,クラス,NULL,"lớp học, lớp",NULL,38,NULL,NULL
2035,こたえます［しつもんに～］,NULL,trả lời [câu hỏi],NULL,39,NULL,NULL
2036,たおれます［ビルが～］,NULL,đổ [tòa nhà ～],NULL,39,NULL,NULL
2037,とおります［みちを～］,NULL,đi (xuyên) qua [tường],NULL,39,NULL,NULL
2038,しにます,NULL,chết,NULL,39,NULL,NULL
2039,びっくりします,NULL,giật mình,NULL,39,NULL,NULL
2040,がっかりします,NULL,thất vọng,NULL,39,NULL,NULL
2041,あんしんします,NULL,yên tâm,NULL,39,NULL,NULL
2042,けんかします,NULL,cãi nhau,NULL,39,NULL,NULL
2043,りこんします,NULL,ly hôn,NULL,39,NULL,NULL
2044,ふとります,NULL,béo ra,NULL,39,NULL,NULL
2045,やせます,NULL,gầy đi,NULL,39,NULL,NULL
2046,ふくざつ［な］,NULL,phức tạp,NULL,39,NULL,NULL
2047,じゃま［な］,NULL,"vướng, vướng víu",NULL,39,NULL,NULL
2048,かたい,NULL,cứng,NULL,39,NULL,NULL
2049,やわらかい,NULL,mềm,NULL,39,NULL,NULL
2050,きたない,NULL,bẩn,NULL,39,NULL,NULL
2051,うれしい,NULL,vui,NULL,39,NULL,NULL
2052,かなしい,NULL,buồn,NULL,39,NULL,NULL
2053,はずかしい,NULL,"xấu hổ, ngượng",NULL,39,NULL,NULL
2054,しゅしょう,NULL,thủ tướng,NULL,39,NULL,NULL
2055,じしん,NULL,động đất,NULL,39,NULL,NULL
2056,つなみ,NULL,sóng thần,NULL,39,NULL,NULL
2057,たいふう,NULL,bão,NULL,39,NULL,NULL
2058,かみなり,NULL,sấm,NULL,39,NULL,NULL
2059,かじ,NULL,hỏa hoạn,NULL,39,NULL,NULL
2060,じご,NULL,"tai nạn, sự cố",NULL,39,NULL,NULL
2061,ハイキング,NULL,dã ngoại,NULL,39,NULL,NULL
2062,［お］みあい,NULL,xem mặt (để kết hôn),NULL,39,NULL,NULL
2063,そうさ,NULL,thao tác (～します : thao tác),NULL,39,NULL,NULL
2064,かいじょう,NULL,hội trường,NULL,39,NULL,NULL
2065,～だい,NULL,"phí ～, tiền ～",NULL,39,NULL,NULL
2066,～や,NULL,người bán ～,NULL,39,NULL,NULL
2067,フロント,NULL,lễ tân,NULL,39,NULL,NULL
2068,－ごうしつ,NULL,số phòng －,NULL,39,NULL,NULL
2069,タオル,NULL,khăn tắm,NULL,39,NULL,NULL
2070,せっけん,NULL,xà phòng,NULL,39,NULL,NULL
2071,おおぜい,NULL,nhiều (người),NULL,39,NULL,NULL
2072,おつかれさまでした。,NULL,Anh/Chị đã vất vả quá. (lời động viên dành cho đồng nghiệp hoặc người dưới),NULL,39,NULL,NULL
2073,うかがいます。,NULL,Tôi sẽ đi đến chỗ anh/chị ạ. (khiêm nhường ngữ của いきます),NULL,39,NULL,NULL
2074,とちゅうで,NULL,trên đường,NULL,39,NULL,NULL
2075,トラック,NULL,xe tải,NULL,39,NULL,NULL
2076,ぶつかります,NULL,đâm nhau,NULL,39,NULL,NULL
2077,おとな,NULL,người lớn,NULL,39,NULL,NULL
2078,しかし,NULL,nhưng,NULL,39,NULL,NULL
2079,また,NULL,"hơn nữa, và",NULL,39,NULL,NULL
2080,ようふく,NULL,áo quần,NULL,39,NULL,NULL
2081,せいようかします,NULL,Âu Mỹ hóa,NULL,39,NULL,NULL
2082,あいます,NULL,phù hợp (với),NULL,39,NULL,NULL
2083,いまでは,NULL,"bây giờ, hiện nay",NULL,39,NULL,NULL
2084,せいじんしき,NULL,lễ thành nhân,NULL,39,NULL,NULL
2085,でんとうてき［な］,NULL,mang tính truyền thống,NULL,39,NULL,NULL
2086,やけます［うちが～］,NULL,cháy [nhà ～],NULL,39,NULL,NULL
2087,やけます［パンが～］,NULL,được nướng [bánh mì ～],NULL,39,NULL,NULL
2088,やけます［にくが～］,NULL,được nướng [thịt ～],NULL,39,NULL,NULL
2089,ちこくします,NULL,"đến chậm, đến muộn",NULL,39,NULL,NULL
2090,そうたいします,NULL,"về sớm, ra sớm (việc làm hay trường học)",NULL,39,NULL,NULL
2091,でんわだい,NULL,"tiền điện thoại, phí điện thoại",NULL,39,NULL,NULL
2092,あせ,NULL,mồ hôi (～を かきます : ra mồ hôi),NULL,39,NULL,NULL
2093,ならびます,NULL,xếp hàng,NULL,39,NULL,NULL
2094,かぞえます,NULL,đếm,NULL,40,NULL,NULL
2095,はかります,NULL,"đo, cân",NULL,40,NULL,NULL
2096,たしかめます,NULL,xác nhận,NULL,40,NULL,NULL
2097,あいます［サイズが～］,NULL,vừa [cỡ ～],NULL,40,NULL,NULL
2098,しゅっぱつします,NULL,xuất phát,NULL,40,NULL,NULL
2099,とうちゃくします,NULL,đến,NULL,40,NULL,NULL
2100,よいます,NULL,say rượu,NULL,40,NULL,NULL
2101,うまく いきます,NULL,thuận lợi,NULL,40,NULL,NULL
2102,でます［もんだいが～］,NULL,có [nội dung câu hỏi thi],NULL,40,NULL,NULL
2103,そうだんします,NULL,"nói chuyện, thảo luận",NULL,40,NULL,NULL
2104,ひつよう［な］,NULL,cần thiết,NULL,40,NULL,NULL
2105,てんきよほう,NULL,dự báo thời tiết,NULL,40,NULL,NULL
2106,ぼうねんかい,NULL,"tiệc cuối năm, tiệc tất niên",NULL,40,NULL,NULL
2107,しんねんかい,NULL,tiệc đầu năm,NULL,40,NULL,NULL
2108,にじかい,NULL,"tăng hai, hiệp hai",NULL,40,NULL,NULL
2109,はっぴょうかい,NULL,buổi phát biểu,NULL,40,NULL,NULL
2110,たいかい,NULL,"hội thi, cuộc thi",NULL,40,NULL,NULL
2111,マラソン,NULL,ma-ra-tông,NULL,40,NULL,NULL
2112,コンテスト,NULL,cuộc thi,NULL,40,NULL,NULL
2113,おもて,NULL,mặt [phải],NULL,40,NULL,NULL
2114,うら,NULL,mặt trái,NULL,40,NULL,NULL
2115,まちがい,NULL,sai sót,NULL,40,NULL,NULL
2116,きず,NULL,"vết thương, vết trầy, vết xước",NULL,40,NULL,NULL
2117,ズボン,NULL,quần,NULL,40,NULL,NULL
2118,［お］としより,NULL,"người già, người cao tuổi",NULL,40,NULL,NULL
2119,ながさ,NULL,chiều dài,NULL,40,NULL,NULL
2120,おもさ,NULL,trọng lượng,NULL,40,NULL,NULL
2121,たかさ,NULL,chiều cao,NULL,40,NULL,NULL
2122,おおきさ,NULL,"kích thước, độ lớn",NULL,40,NULL,NULL
2123,［－］びん,NULL,chuyến [－],NULL,40,NULL,NULL
2124,－こ,NULL,"－ cái, －chiếc (trợ số từ dùng để đếm vật nhỏ)",NULL,40,NULL,NULL
2125,－ほん（－ぽん、－ぼん）,NULL,"－ cái, － cây, － chiếc (trợ số từ dùng để đếm vật có hình dạng thon dài)",NULL,40,NULL,NULL
2126,－はい（－ぱい、－ばい）,NULL,"－ cốc, － ly (trợ số từ dùng để đếm số lượng đồ uống theo cốc, ly, v.v..)",NULL,40,NULL,NULL
2127,－センチ,NULL,"－ xăng-ti-mét, － cen-ti-mét",NULL,40,NULL,NULL
2128,－ミリ,NULL,－ mi-li-mét,NULL,40,NULL,NULL
2129,－グラム,NULL,－ gram,NULL,40,NULL,NULL
2130,～いじょう,NULL,trên ～,NULL,40,NULL,NULL
2131,～いか,NULL,dưới ～,NULL,40,NULL,NULL
2132,ながさき,NULL,thủ phủ của tỉnh Nagasaki,NULL,40,NULL,NULL
2133,せんだい,NULL,thủ phủ của tỉnh Miyagi,NULL,40,NULL,NULL
2134,JL,NULL,Hãng hàng không Nhật Bản,NULL,40,NULL,NULL
2135,たなばたまつり,NULL,Lễ hội Tanabata,NULL,40,NULL,NULL
2136,とうしょうぐう,NULL,"đền thờ thờ Tokugawa Ieyasu nằm ở Nikko, tỉnh Tochigi",NULL,40,NULL,NULL
2137,どうでしょうか。,NULL,Như thế nào ạ? (từ lịch sự của どうですか),NULL,40,NULL,NULL
2138,テスト,NULL,bài kiểm tra,NULL,40,NULL,NULL
2139,せいせき,NULL,thành tích,NULL,40,NULL,NULL
2140,ところで,NULL,nhân tiện,NULL,40,NULL,NULL
2141,いらっしゃいます,NULL,đến (kính ngữ của きます),NULL,40,NULL,NULL
2142,ようす,NULL,"bộ dạng, tình hình",NULL,40,NULL,NULL
2143,じけん,NULL,vụ án,NULL,40,NULL,NULL
2144,オートバイ,NULL,mô-tô phân khối lớn,NULL,40,NULL,NULL
2145,ばくだん,NULL,bom,NULL,40,NULL,NULL
2146,つみます,NULL,chất lên,NULL,40,NULL,NULL
2147,うんてんしゅ,NULL,"tài xế, lái xe",NULL,40,NULL,NULL
2148,はなれた,NULL,"xa, cách xa",NULL,40,NULL,NULL
2149,きゅうに,NULL,đột nhiên,NULL,40,NULL,NULL
2151,いっしょうけんめい,NULL,"chăm chỉ, gắng hết sức",NULL,40,NULL,NULL
2152,はんにん,NULL,tên tội phạm,NULL,40,NULL,NULL
2153,おとこ,NULL,người đàn ông,NULL,40,NULL,NULL
2154,てに いれます,NULL,"có được, mua được",NULL,40,NULL,NULL
2155,いまでも,NULL,ngay cả bây giờ cũng,NULL,40,NULL,NULL
2156,きけん［な］,NULL,nguy hiểm,NULL,40,NULL,NULL
2157,うちゅう,NULL,vũ trụ,NULL,40,NULL,NULL
2158,ちきゅう,NULL,trái đất,NULL,40,NULL,NULL
2159,へんじ,NULL,"hồi âm, trả lời",NULL,40,NULL,NULL
2160,もうしこみ,NULL,đăng ký,NULL,40,NULL,NULL
2161,ほんとう,NULL,thật,NULL,40,NULL,NULL
2162,－ごう,NULL,"số [－] (số hiệu đoàn tàu, cơn bão)",NULL,40,NULL,NULL
2163,－キロ,NULL,"－ ki-lô, － cân",NULL,40,NULL,NULL
2164,さあ,NULL,"À..., Ồ... (dùng khi không rõ về điều gì đó)",NULL,40,NULL,NULL
2165,ゴッホ,NULL,"Van-gốc (1853-1890), danh họa người Hà Lan",NULL,40,NULL,NULL
2166,ゆきまつり,NULL,Lễ hội tuyết (ở Sapporo),NULL,40,NULL,NULL
2167,のぞみ,NULL,tên một loại tàu Shinkansen,NULL,40,NULL,NULL
2168,クラス,NULL,lớp học,NULL,40,NULL,NULL
2169,が,NULL,nhưng,NULL,40,NULL,NULL
2170,うわさします,NULL,đồn đại,NULL,40,NULL,NULL
2171,いただきます,NULL,nhận (khiêm nhường ngữ của もらいます),NULL,41,NULL,NULL
2172,くださいます,NULL,cho (kính ngữ của くれます),NULL,41,NULL,NULL
2173,やります,NULL,"cho (dùng với người kém tuổi hươn, người dưới, động vật, thực vật)",NULL,41,NULL,NULL
2174,あげます,NULL,tăng,NULL,41,NULL,NULL
2175,さげます,NULL,giảm,NULL,41,NULL,NULL
2176,しんせつに します,NULL,"thân thiện, thân thiết",NULL,41,NULL,NULL
2177,かわいい,NULL,dễ thương,NULL,41,NULL,NULL
2178,めずらしい,NULL,hiếm,NULL,41,NULL,NULL
2179,おいわい,NULL,"chúc mừng, quà mừng (～を します : chúc mừng)",NULL,41,NULL,NULL
2180,おとしだま,NULL,tiền mừng tuổi,NULL,41,NULL,NULL
2181,［お］みまい,NULL,"thăm hỏi, quà thăm hỏi",NULL,41,NULL,NULL
2182,きょうみ,NULL,"hứng thú với, có quan tâm đến (［コンピューターに］～が あります : có hứng thú với [máy tính])",NULL,41,NULL,NULL
2183,じょうほう,NULL,thông tin,NULL,41,NULL,NULL
2184,ぶんぽう,NULL,ngữ pháp,NULL,41,NULL,NULL
2185,はつおん,NULL,phát âm,NULL,41,NULL,NULL
2186,さる,NULL,con khỉ,NULL,41,NULL,NULL
2187,えさ,NULL,thức ăn,NULL,41,NULL,NULL
2188,おもちゃ,NULL,đồ chơi,NULL,41,NULL,NULL
2189,えほん,NULL,sách tranh,NULL,41,NULL,NULL
2190,えはがき,NULL,"bưu thiếp tranh, bưu thiếp ảnh",NULL,41,NULL,NULL
2191,ドライバー,NULL,tuốc-nơ-vít,NULL,41,NULL,NULL
2192,ハンカチ,NULL,khăn tay,NULL,41,NULL,NULL
2193,くつした,NULL,"tất, vớ",NULL,41,NULL,NULL
2194,てぶくろ,NULL,găng tay,NULL,41,NULL,NULL
2195,ようちえん,NULL,trường mầm non,NULL,41,NULL,NULL
2196,だんぼう,NULL,"máy điều hòa chiều nóng, máy sưởi",NULL,41,NULL,NULL
2197,れいぼう,NULL,"máy điều hòa chiều lạnh, máy lạnh",NULL,41,NULL,NULL
2198,おんど,NULL,nhiệu độ,NULL,41,NULL,NULL
2199,そふ,NULL,ông (của mình),NULL,41,NULL,NULL
2200,そぼ,NULL,bà (của mình),NULL,41,NULL,NULL
2201,まご,NULL,cháu (của mình),NULL,41,NULL,NULL
2202,おまごさん,NULL,cháu (của người khác),NULL,41,NULL,NULL
2203,おじ,NULL,"chú, bác (của mình)",NULL,41,NULL,NULL
2204,おじさん,NULL,"chú, bác (của người khác)",NULL,41,NULL,NULL
2205,おば,NULL,"cô, dì, bác (của mình)",NULL,41,NULL,NULL
2206,おばさん,NULL,"cô, dì, bác (của người khác)",NULL,41,NULL,NULL
2207,かんりにん,NULL,người quản lý,NULL,41,NULL,NULL
2208,～さん,NULL,"ông ～/bà ～ (tiếp vĩ ngữ dùng đằng sau tên nghề nghiệp, chức danh để biểu thị tính lịch sự)",NULL,41,NULL,NULL
2209,このあいだ,NULL,vừa rồi,NULL,41,NULL,NULL
2210,ひとこと,NULL,đôi lời,NULL,41,NULL,NULL
2211,～ずつ,NULL,từng ～,NULL,41,NULL,NULL
2212,ふたり,NULL,"cặp đôi, hai người",NULL,41,NULL,NULL
2213,おたく,NULL,nhà (kính ngữ của うち hoặc いえ),NULL,41,NULL,NULL
2214,どうぞ おしあわせに。,NULL,Chúc hai người hạnh phúc.,NULL,41,NULL,NULL
2215,むかしばなし,NULL,truyện cổ tích,NULL,41,NULL,NULL
2216,ある ～,NULL,một ～ nọ,NULL,41,NULL,NULL
2217,おとこ,NULL,người con trai,NULL,41,NULL,NULL
2218,こどもたち,NULL,"những đứa trẻ, bọn trẻ",NULL,41,NULL,NULL
2219,いじめます,NULL,bắt nạt,NULL,41,NULL,NULL
2220,かめ,NULL,con rùa,NULL,41,NULL,NULL
2221,たすけます,NULL,"giúp, giúp đỡ",NULL,41,NULL,NULL
2222,やさしい,NULL,hiền lành,NULL,41,NULL,NULL
2223,おひめさま,NULL,nàng công chúa,NULL,41,NULL,NULL
2224,くらします,NULL,sinh sống,NULL,41,NULL,NULL
2225,りく,NULL,đất liền,NULL,41,NULL,NULL
2226,すると,NULL,khi đó,NULL,41,NULL,NULL
2227,けむり,NULL,khói,NULL,41,NULL,NULL
2228,まっしろ［な］,NULL,trắng toát,NULL,41,NULL,NULL
2229,なかみ,NULL,"đồ ở trong, nội dung bên trong",NULL,41,NULL,NULL
2230,うらしまたろう,NULL,tên của nhân vật chính trong truyện cổ tích,NULL,41,NULL,NULL
2231,よびます,NULL,mời,NULL,41,NULL,NULL
2232,とりかえます,NULL,"đổi, thay",NULL,41,NULL,NULL
2233,ゆびわ,NULL,cái nhẫn,NULL,41,NULL,NULL
2234,バッグ,NULL,cái túi (bag),NULL,41,NULL,NULL
2235,おととし,NULL,năm kia,NULL,41,NULL,NULL
2236,はあ,NULL,"à, ồ",NULL,41,NULL,NULL
2237,もうしわけ ありません。,NULL,Xin lỗi.,NULL,41,NULL,NULL
2238,あずかります,NULL,"giữ, giữ hộ, giữ cho",NULL,41,NULL,NULL
2239,せんじつ,NULL,"hôm trước, mấy hôm trước",NULL,41,NULL,NULL
2240,たすかります,NULL,may có anh/chị giúp,NULL,41,NULL,NULL
2241,［お］しろ,NULL,"lâu đài, thành",NULL,41,NULL,NULL
2242,たのしく,NULL,vui,NULL,41,NULL,NULL
2243,つつみます,NULL,gói,NULL,42,NULL,NULL
2244,わかします,NULL,đun sôi,NULL,42,NULL,NULL
2245,まぜます,NULL,trộn,NULL,42,NULL,NULL
2246,けいさんします,NULL,"tính, tính toán",NULL,42,NULL,NULL
2247,ならびます,NULL,xếp hàng,NULL,42,NULL,NULL
2248,じょうぶ［な］,NULL,chắc chắn,NULL,42,NULL,NULL
2249,アパート,NULL,phòng trọ,NULL,42,NULL,NULL
2250,べんごし,NULL,luật sư,NULL,42,NULL,NULL
2251,おんがくか,NULL,"nhạc sĩ, người hoạt động trong lĩnh vực âm nhạc",NULL,42,NULL,NULL
2252,こどもたち,NULL,"những đứa trẻ, bọn trẻ",NULL,42,NULL,NULL
2253,しぜん,NULL,tự nhiên,NULL,42,NULL,NULL
2254,きょういく,NULL,giáo dục,NULL,42,NULL,NULL
2255,ぶんか,NULL,văn hóa,NULL,42,NULL,NULL
2257,せいじ,NULL,chính trị,NULL,42,NULL,NULL
2258,ほうりつ,NULL,pháp luật,NULL,42,NULL,NULL
2259,せんそう,NULL,chiến tranh,NULL,42,NULL,NULL
2260,へいわ,NULL,hòa bình,NULL,42,NULL,NULL
2261,もくてき,NULL,mục đích,NULL,42,NULL,NULL
2262,ろんぶん,NULL,luận văn,NULL,42,NULL,NULL
2263,たのしみ,NULL,niềm vui,NULL,42,NULL,NULL
2264,ミキサー,NULL,máy xay,NULL,42,NULL,NULL
2265,やかん,NULL,ấm đun nước,NULL,42,NULL,NULL
2266,ふた,NULL,nắp,NULL,42,NULL,NULL
2267,せんぬき,NULL,cái bật nắp chai,NULL,42,NULL,NULL
2268,かんきり,NULL,cái mở nắp hộp,NULL,42,NULL,NULL
2269,かんづめ,NULL,"đồ hộp, thực phẩm đóng hộp",NULL,42,NULL,NULL
2270,のしぶくろ,NULL,phong bì dùng để bỏ tiền mừng,NULL,42,NULL,NULL
2271,ふろしき,NULL,khăn vuông để gói đồ kiểu Nhật,NULL,42,NULL,NULL
2272,そろばん,NULL,bàn tính,NULL,42,NULL,NULL
2273,たいおんけい,NULL,nhiệt kế,NULL,42,NULL,NULL
2274,ざいりょう,NULL,nguyên liệu,NULL,42,NULL,NULL
2275,ある ～,NULL,một ～ nọ,NULL,42,NULL,NULL
2276,いっしょうけんめい,NULL,"chăm chỉ, gắng hết sức",NULL,42,NULL,NULL
2277,なぜ,NULL,tại sao,NULL,42,NULL,NULL
2278,どのくらい,NULL,bao nhiêu,NULL,42,NULL,NULL
2279,こくれん,NULL,Liên Hợp Quốc,NULL,42,NULL,NULL
2280,エリーゼの ために,NULL,Dành cho Elise (tên bản nhạc),NULL,42,NULL,NULL
2281,ベートーベン,NULL,"Beethoven, nhà soạn nhạc người Đức (1770-1827)",NULL,42,NULL,NULL
2282,こどもニュース,NULL,Bản tin thiếu nhi (chương trình tin tức giả định),NULL,42,NULL,NULL
2283,でます［ボーナスが～］,NULL,có [thưởng],NULL,42,NULL,NULL
2284,はんぶん,NULL,một nửa,NULL,42,NULL,NULL
2285,ローン,NULL,khoản vay ngân hàng,NULL,42,NULL,NULL
2286,カップめん,NULL,mì ly (mì ăn liền để ở trong ly dùng một lần),NULL,42,NULL,NULL
2287,せかいはつ,NULL,đầu tiên trên thế giới,NULL,42,NULL,NULL
2288,～に よって,NULL,bởi ～,NULL,42,NULL,NULL
2289,どんぶり,NULL,bát tô lớn,NULL,42,NULL,NULL
2290,めん,NULL,mì sợi,NULL,42,NULL,NULL
2291,ひろめます,NULL,"phổ cập, nhân rộng, mở rộng",NULL,42,NULL,NULL
2292,しじょうちょうさ,NULL,điều tra thị trường,NULL,42,NULL,NULL
2293,わります,NULL,"bẻ ra, chia nhỏ ra",NULL,42,NULL,NULL
2294,そそぎます,NULL,đổ vào,NULL,42,NULL,NULL
2295,チキンラーメン,NULL,tên của một loại mì ăn liền,NULL,42,NULL,NULL
2296,あんどうももふく,NULL,"nhà kinh doanh, nhà phát minh người Nhật (1910-2007)",NULL,42,NULL,NULL
2297,あつい,NULL,dày,NULL,42,NULL,NULL
2298,うすい,NULL,mỏng,NULL,42,NULL,NULL
2299,ふたり,NULL,"hai người, cặp, đôi",NULL,42,NULL,NULL
2300,れきし,NULL,lịch sử,NULL,42,NULL,NULL
2301,あんぜん,NULL,an toàn,NULL,42,NULL,NULL
2302,かんけい,NULL,quan hệ,NULL,42,NULL,NULL
2303,いし,NULL,"hòn đá, đá",NULL,42,NULL,NULL
2304,ピラミッド,NULL,kim tự tháp,NULL,42,NULL,NULL
2305,データ,NULL,"số liệu, dữ liệu",NULL,42,NULL,NULL
2306,ファイル,NULL,cái kẹp tài liệu (file),NULL,42,NULL,NULL
2307,ポーランド,NULL,Ba Lan,NULL,42,NULL,NULL
2308,セット,NULL,bộ,NULL,42,NULL,NULL
2309,あと,NULL,còn lại,NULL,42,NULL,NULL
2310,カップラーメン,NULL,mì ăn liền đựng trong cốc,NULL,42,NULL,NULL
2311,インスタントラーメン,NULL,mì ăn liền,NULL,42,NULL,NULL
2312,なべ,NULL,"cái chảo, cái nồi",NULL,42,NULL,NULL
2313,しょくひん,NULL,"thực phẩm, đồ ăn",NULL,42,NULL,NULL
2314,ちょうさ,NULL,"việc điều tra, cuộc điều tra",NULL,42,NULL,NULL
2315,カップ,NULL,cốc (dùng để đựng đồ ăn),NULL,42,NULL,NULL
2316,また,NULL,"và, thêm nữa",NULL,42,NULL,NULL
2317,～の かわりに,NULL,"thay ～, thay thế ～",NULL,42,NULL,NULL
2318,どこででも,NULL,ở đâu cũng,NULL,42,NULL,NULL
2319,いまでは,NULL,bây giờ (thì),NULL,42,NULL,NULL
2320,ふえます［ゆしゅつが～］,NULL,tăng [xuất khẩu ～],NULL,43,NULL,NULL
2321,へります［ゆしゅつが～］,NULL,giảm [xuất khẩu ～],NULL,43,NULL,NULL
2322,あがります［ねだんが～］,NULL,tăng [giá cả ～],NULL,43,NULL,NULL
2323,さがります［ねだんが～］,NULL,giảm [giá cả ～],NULL,43,NULL,NULL
2324,きれます［ひもが～］,NULL,bị đứt [sợi dây],NULL,43,NULL,NULL
2325,とれます［ボタンが～］,NULL,bị đứt [cúc áo ～],NULL,43,NULL,NULL
2326,おちます［にもつ～］,NULL,bị rơi [hành lý ～],NULL,43,NULL,NULL
2327,なくなります［ガソリンが～］,NULL,"hết [xăng], mất",NULL,43,NULL,NULL
2328,へん［な］,NULL,lạ,NULL,43,NULL,NULL
2329,しあわせ［な］,NULL,hạnh phúc,NULL,43,NULL,NULL
2330,らく［な］,NULL,"nhàn, nhàn nhã",NULL,43,NULL,NULL
2331,うまい,NULL,ngon,NULL,43,NULL,NULL
2332,まずい,NULL,dở,NULL,43,NULL,NULL
2333,つまらない,NULL,"chán, không hay, không đâu (lý do)",NULL,43,NULL,NULL
2334,やさしい,NULL,hiền lành,NULL,43,NULL,NULL
2335,ガソリン,NULL,xăng,NULL,43,NULL,NULL
2336,ひ,NULL,lửa,NULL,43,NULL,NULL
2337,パンフレット,NULL,tờ rơi quảng cáo,NULL,43,NULL,NULL
2338,いまにも,NULL,bất kỳ lúc nào (dùng khi miêu tả trạng thái ngay trước khi sự biến đổi xảy ra.),NULL,43,NULL,NULL
2339,わあ,NULL,Ôi!,NULL,43,NULL,NULL
2340,ばら,NULL,hoa hồng,NULL,43,NULL,NULL
2341,ドライブ,NULL,lái xe ô tô (theo sở thích),NULL,43,NULL,NULL
2342,りゆう,NULL,lý do,NULL,43,NULL,NULL
2343,あやまります,NULL,xin lỗi,NULL,43,NULL,NULL
2344,しりあいます,NULL,quen biết,NULL,43,NULL,NULL
2345,じょうぶ［な］,NULL,"chắc, bền",NULL,43,NULL,NULL
2346,だんぼう,NULL,"thiết bị làm ấm, lò sưởi, máy điều hòa",NULL,43,NULL,NULL
2347,れいぼう,NULL,"thiết bị làm mát, máy điều hòa",NULL,43,NULL,NULL
2348,センス,NULL,"có khiếu, có gu (［ふくの］～が あります : có gu [ăn mặc])",NULL,43,NULL,NULL
2349,かいいん,NULL,thành viên,NULL,43,NULL,NULL
2350,てきとう［な］,NULL,"thích hợp, vừa phải",NULL,43,NULL,NULL
2351,ねんれい,NULL,tuổi,NULL,43,NULL,NULL
2352,しゅうにゅう,NULL,thu nhập,NULL,43,NULL,NULL
2353,ぴったり,NULL,"vừa vặn, đúng",NULL,43,NULL,NULL
2354,そのうえ,NULL,"thêm vào đó, hơn thế",NULL,43,NULL,NULL
2355,～と いいます,NULL,"(tên) là ～, gọi là ～",NULL,43,NULL,NULL
2356,なきます,NULL,khóc,NULL,44,NULL,NULL
2357,わらいます,NULL,cười,NULL,44,NULL,NULL
2358,ねむります,NULL,ngủ,NULL,44,NULL,NULL
2359,かわきます［シャツが～］,NULL,khô [áo sơ-mi ～],NULL,44,NULL,NULL
2360,ぬれます［シャツが～］,NULL,ướt [áo sơ-mi ～],NULL,44,NULL,NULL
2361,すべります,NULL,trượt,NULL,44,NULL,NULL
2362,おきます［じこが～］,NULL,xảy ra [tai nạn ～],NULL,44,NULL,NULL
2363,ちょうせつします,NULL,điều chỉnh,NULL,44,NULL,NULL
2364,あんぜん［な］,NULL,an toàn,NULL,44,NULL,NULL
2365,きけん［な］,NULL,nguy hiểm,NULL,44,NULL,NULL
2366,こい,NULL,"đặc, đậm",NULL,44,NULL,NULL
2367,うすい,NULL,"loãng, nhạt",NULL,44,NULL,NULL
2368,あつい,NULL,dày,NULL,44,NULL,NULL
2369,ふとい,NULL,đậm,NULL,44,NULL,NULL
2370,ほそい,NULL,nhạt,NULL,44,NULL,NULL
2371,くうき,NULL,không khí,NULL,44,NULL,NULL
2372,なみだ,NULL,nước mắt,NULL,44,NULL,NULL
2373,わしょく,NULL,món ăn kiểu Nhật,NULL,44,NULL,NULL
2374,ようしょく,NULL,món ăn kiểu Tây,NULL,44,NULL,NULL
2375,おかず,NULL,thức ăn,NULL,44,NULL,NULL
2376,りょう,NULL,lượng,NULL,44,NULL,NULL
2377,－ばい,NULL,gấp － lần,NULL,44,NULL,NULL
2378,シングル,NULL,phòng đơn,NULL,44,NULL,NULL
2379,ツイン,NULL,phòng đôi,NULL,44,NULL,NULL
2380,せんたくもの,NULL,áo quần giặt,NULL,44,NULL,NULL
2381,DVD,NULL,DVD,NULL,44,NULL,NULL
2382,ホテルひろしま,NULL,tên khách sạn giả định,NULL,44,NULL,NULL
2383,どう なさいますか。,NULL,Chị muốn làm gì?,NULL,44,NULL,NULL
2384,カット,NULL,cắt tóc,NULL,44,NULL,NULL
2385,シャンプー,NULL,dầu gội (～を します : gội đầu),NULL,44,NULL,NULL
2386,どういうふうに なさいますか。,NULL,Chị muốn cắt như thế nào?,NULL,44,NULL,NULL
2387,ショート,NULL,cắt ngắn,NULL,44,NULL,NULL
2388,～みたいに して ください。,NULL,Anh hãy cắt như ～.,NULL,44,NULL,NULL
2389,これで よろしいでしょうか。,NULL,Như thế này được chưa ạ?,NULL,44,NULL,NULL
2390,［どうも］おつかれさまでした。,NULL,"Xong rồi ạ, cảm ơn chị. (nhân viên nói với khách hàng)",NULL,44,NULL,NULL
2391,いやがります,NULL,"ghét, không thích",NULL,44,NULL,NULL
2392,また,NULL,hơn nữa,NULL,44,NULL,NULL
